,contextId,context,question
0,4f26bdcb-b148-44be-8d83-baad41b14b04," The text provides the following factual information:

1. Changes were made to the LLC Laptop Loan Policy on December 18, 2023.
2. Users can access Page 1+ by searching on the library homepage or logging into My Account.
3. There are research guides and tutorial videos available for using the library catalog effectively.
4. Custom digital swag, including an interactive calendar, can be downloaded from Page 1+ Digital Swag.
5. Users can learn about the college's land acknowledgment.
6. Users can sign up to receive application deadlines, college news, upcoming events, tours, and more.
7. The library can be contacted at 416-415-2000 or via email at ask.george@georgebrown.ca.
8. Social media hubs are available for visiting.
9. The text contains a disclaimer that the information in the website is subject to change without notice and should not be considered as an offer or warranty. Students are responsible for verifying George Brown College fee requirements.",What is the date when changes were made to the LLC Laptop Loan Policy?
1,4f26bdcb-b148-44be-8d83-baad41b14b04," The text provides the following factual information:

1. Changes were made to the LLC Laptop Loan Policy on December 18, 2023.
2. Users can access Page 1+ by searching on the library homepage or logging into My Account.
3. There are research guides and tutorial videos available for using the library catalog effectively.
4. Custom digital swag, including an interactive calendar, can be downloaded from Page 1+ Digital Swag.
5. Users can learn about the college's land acknowledgment.
6. Users can sign up to receive application deadlines, college news, upcoming events, tours, and more.
7. The library can be contacted at 416-415-2000 or via email at ask.george@georgebrown.ca.
8. Social media hubs are available for visiting.
9. The text contains a disclaimer that the information in the website is subject to change without notice and should not be considered as an offer or warranty. Students are responsible for verifying George Brown College fee requirements.",", Where can users access Page 1+?"
2,4f26bdcb-b148-44be-8d83-baad41b14b04," The text provides the following factual information:

1. Changes were made to the LLC Laptop Loan Policy on December 18, 2023.
2. Users can access Page 1+ by searching on the library homepage or logging into My Account.
3. There are research guides and tutorial videos available for using the library catalog effectively.
4. Custom digital swag, including an interactive calendar, can be downloaded from Page 1+ Digital Swag.
5. Users can learn about the college's land acknowledgment.
6. Users can sign up to receive application deadlines, college news, upcoming events, tours, and more.
7. The library can be contacted at 416-415-2000 or via email at ask.george@georgebrown.ca.
8. Social media hubs are available for visiting.
9. The text contains a disclaimer that the information in the website is subject to change without notice and should not be considered as an offer or warranty. Students are responsible for verifying George Brown College fee requirements.",", Are there research guides and tutorial videos available for using the library catalog?"
3,4f26bdcb-b148-44be-8d83-baad41b14b04," The text provides the following factual information:

1. Changes were made to the LLC Laptop Loan Policy on December 18, 2023.
2. Users can access Page 1+ by searching on the library homepage or logging into My Account.
3. There are research guides and tutorial videos available for using the library catalog effectively.
4. Custom digital swag, including an interactive calendar, can be downloaded from Page 1+ Digital Swag.
5. Users can learn about the college's land acknowledgment.
6. Users can sign up to receive application deadlines, college news, upcoming events, tours, and more.
7. The library can be contacted at 416-415-2000 or via email at ask.george@georgebrown.ca.
8. Social media hubs are available for visiting.
9. The text contains a disclaimer that the information in the website is subject to change without notice and should not be considered as an offer or warranty. Students are responsible for verifying George Brown College fee requirements.",", What can be downloaded from Page 1+ Digital Swag?"
4,4f26bdcb-b148-44be-8d83-baad41b14b04," The text provides the following factual information:

1. Changes were made to the LLC Laptop Loan Policy on December 18, 2023.
2. Users can access Page 1+ by searching on the library homepage or logging into My Account.
3. There are research guides and tutorial videos available for using the library catalog effectively.
4. Custom digital swag, including an interactive calendar, can be downloaded from Page 1+ Digital Swag.
5. Users can learn about the college's land acknowledgment.
6. Users can sign up to receive application deadlines, college news, upcoming events, tours, and more.
7. The library can be contacted at 416-415-2000 or via email at ask.george@georgebrown.ca.
8. Social media hubs are available for visiting.
9. The text contains a disclaimer that the information in the website is subject to change without notice and should not be considered as an offer or warranty. Students are responsible for verifying George Brown College fee requirements.",", How can users learn about the college's land acknowledgation?"
5,4f26bdcb-b148-44be-8d83-baad41b14b04," The text provides the following factual information:

1. Changes were made to the LLC Laptop Loan Policy on December 18, 2023.
2. Users can access Page 1+ by searching on the library homepage or logging into My Account.
3. There are research guides and tutorial videos available for using the library catalog effectively.
4. Custom digital swag, including an interactive calendar, can be downloaded from Page 1+ Digital Swag.
5. Users can learn about the college's land acknowledgment.
6. Users can sign up to receive application deadlines, college news, upcoming events, tours, and more.
7. The library can be contacted at 416-415-2000 or via email at ask.george@georgebrown.ca.
8. Social media hubs are available for visiting.
9. The text contains a disclaimer that the information in the website is subject to change without notice and should not be considered as an offer or warranty. Students are responsible for verifying George Brown College fee requirements.",", Can users sign up to receive what through email?"
6,4f26bdcb-b148-44be-8d83-baad41b14b04," The text provides the following factual information:

1. Changes were made to the LLC Laptop Loan Policy on December 18, 2023.
2. Users can access Page 1+ by searching on the library homepage or logging into My Account.
3. There are research guides and tutorial videos available for using the library catalog effectively.
4. Custom digital swag, including an interactive calendar, can be downloaded from Page 1+ Digital Swag.
5. Users can learn about the college's land acknowledgment.
6. Users can sign up to receive application deadlines, college news, upcoming events, tours, and more.
7. The library can be contacted at 416-415-2000 or via email at ask.george@georgebrown.ca.
8. Social media hubs are available for visiting.
9. The text contains a disclaimer that the information in the website is subject to change without notice and should not be considered as an offer or warranty. Students are responsible for verifying George Brown College fee requirements.",", How can users contact the library?"
7,4f26bdcb-b148-44be-8d83-baad41b14b04," The text provides the following factual information:

1. Changes were made to the LLC Laptop Loan Policy on December 18, 2023.
2. Users can access Page 1+ by searching on the library homepage or logging into My Account.
3. There are research guides and tutorial videos available for using the library catalog effectively.
4. Custom digital swag, including an interactive calendar, can be downloaded from Page 1+ Digital Swag.
5. Users can learn about the college's land acknowledgment.
6. Users can sign up to receive application deadlines, college news, upcoming events, tours, and more.
7. The library can be contacted at 416-415-2000 or via email at ask.george@georgebrown.ca.
8. Social media hubs are available for visiting.
9. The text contains a disclaimer that the information in the website is subject to change without notice and should not be considered as an offer or warranty. Students are responsible for verifying George Brown College fee requirements.",", What are the social media hubs for?"
8,4f26bdcb-b148-44be-8d83-baad41b14b04," The text provides the following factual information:

1. Changes were made to the LLC Laptop Loan Policy on December 18, 2023.
2. Users can access Page 1+ by searching on the library homepage or logging into My Account.
3. There are research guides and tutorial videos available for using the library catalog effectively.
4. Custom digital swag, including an interactive calendar, can be downloaded from Page 1+ Digital Swag.
5. Users can learn about the college's land acknowledgment.
6. Users can sign up to receive application deadlines, college news, upcoming events, tours, and more.
7. The library can be contacted at 416-415-2000 or via email at ask.george@georgebrown.ca.
8. Social media hubs are available for visiting.
9. The text contains a disclaimer that the information in the website is subject to change without notice and should not be considered as an offer or warranty. Students are responsible for verifying George Brown College fee requirements.",", Is the information on the website subject to change without notice?"
9,4f26bdcb-b148-44be-8d83-baad41b14b04," The text provides the following factual information:

1. Changes were made to the LLC Laptop Loan Policy on December 18, 2023.
2. Users can access Page 1+ by searching on the library homepage or logging into My Account.
3. There are research guides and tutorial videos available for using the library catalog effectively.
4. Custom digital swag, including an interactive calendar, can be downloaded from Page 1+ Digital Swag.
5. Users can learn about the college's land acknowledgment.
6. Users can sign up to receive application deadlines, college news, upcoming events, tours, and more.
7. The library can be contacted at 416-415-2000 or via email at ask.george@georgebrown.ca.
8. Social media hubs are available for visiting.
9. The text contains a disclaimer that the information in the website is subject to change without notice and should not be considered as an offer or warranty. Students are responsible for verifying George Brown College fee requirements.",What fee requirements should students verify?
10,4f26bdcb-b148-44be-8d83-baad41b14b04," The text provides the following factual information:

1. Changes were made to the LLC Laptop Loan Policy on December 18, 2023.
2. Users can access Page 1+ by searching on the library homepage or logging into My Account.
3. There are research guides and tutorial videos available for using the library catalog effectively.
4. Custom digital swag, including an interactive calendar, can be downloaded from Page 1+ Digital Swag.
5. Users can learn about the college's land acknowledgment.
6. Users can sign up to receive application deadlines, college news, upcoming events, tours, and more.
7. The library can be contacted at 416-415-2000 or via email at ask.george@georgebrown.ca.
8. Social media hubs are available for visiting.
9. The text contains a disclaimer that the information in the website is subject to change without notice and should not be considered as an offer or warranty. Students are responsible for verifying George Brown College fee requirements.",?
